config_id,macro_stoi_improvement,rank
C7,0.0231630047203492,1
C9,0.018900773641985225,2
C8,0.018320504916883227,3
C4,0.007607132281891346,4
C5,-0.0054669896455392655,5
C6,-0.007422020437933947,6
C1,-0.01774887508360581,7
C2,-0.036167099906295165,8
C3,-0.039395836834774024,9
