room_id,rt60_target,rt60_achieved,distance_m,replicate,seed,snr_condition,utterance,config_id,delay,taps,stoi,si_sdr_db,runtime_s,numerical_failure,signal_failure,warnings
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,5808-48608-0028,C6,3,30,0.8653739730287399,7.344617622968141,8.269,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,5808-48608-0028,C7,4,10,0.8778019018696519,8.397201519625664,1.701,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,5808-48608-0028,C8,4,20,0.8763860742976751,8.360673539394528,3.165,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,5808-48608-0028,C9,4,30,0.8766314411072273,8.381682347681638,8.457,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,baseline,,,0.9237888548795582,9.439953574387088,,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C1,2,10,0.9001543280526968,6.743452875309756,1.216,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C2,2,20,0.898608517840281,6.674950941947881,2.248,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C3,2,30,0.8988220638816043,6.699706216624514,6.974,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C4,3,10,0.9078624084325846,7.847163976418981,1.24,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C5,3,20,0.9067141667008852,7.80554803624246,2.41,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C6,3,30,0.9070134674103244,7.858456450163662,5.785,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C7,4,10,0.9159846794262938,8.939434798528191,1.26,False,False,
D_rt0.2_d1.0_rep0,0.2,0.2058831460991553,1.0,0,201,10dB,1743-142912-0013,C8,4,20,0.915271491040045,8.958536450608793,2.328,False,False,
